time_stamp,回撤比率%
1523491200.0,-1.0132804284026797
1523577600.0,-1.0132804284026797
1523664000.0,-1.0132804284026797
1523750400.0,-1.0132804284026797
1523836800.0,-1.0132804284026797
1523923200.0,-1.0132804284026797
1524009600.0,-1.0132804284026797
1524096000.0,-1.0132804284026797
1524182400.0,-1.0132804284026797
1524268800.0,-1.0132804284026797
1524355200.0,-1.0132804284026797
1524441600.0,-1.0132804284026797
1524528000.0,-1.0132804284026797
1524614400.0,-1.3754773607800008
1524700800.0,-2.8282731889480477
1524787200.0,-1.7461907790021935
1524873600.0,-4.485462361216976
1524960000.0,-5.281494282237325
1525046400.0,-2.9309708250771678
1525132800.0,-1.7461907790021935
1525219200.0,-3.5907405166969295
1525305600.0,-7.868472784533806
1525392000.0,-8.611402513214218
1525478400.0,-9.704506132890995
1525564800.0,-7.598453146126004
1525651200.0,-4.047619756451837
1525737600.0,-3.48052841938762
1525824000.0,-4.457408372810958
1525910400.0,-2.1599871079907262
1525996800.0,-0.0
1526083200.0,-0.43180735073026066
1526169600.0,-2.8503114925143405
1526256000.0,-2.452972134303592
1526342400.0,-0.08616998129872576
1526428800.0,-0.0
1526515200.0,-0.0
1526601600.0,-1.4491648635250403
1526688000.0,-1.4491648635250403
1526774400.0,-1.4491648635250403
1526860800.0,-1.4491648635250403
1526947200.0,-1.4491648635250403
1527033600.0,-1.4491648635250403
1527120000.0,-1.4491648635250403
1527206400.0,-1.4491648635250403
1527292800.0,-1.4491648635250403
1527379200.0,-1.4491648635250403
1527465600.0,-1.4491648635250403
1527552000.0,-1.4491648635250403
1527638400.0,-1.4491648635250403
1527724800.0,-1.4491648635250403
1527811200.0,-1.4491648635250403
1527897600.0,-1.4491648635250403
1527984000.0,-1.4491648635250403
1528070400.0,-1.4491648635250403
1528156800.0,-1.844687468114091
1528243200.0,-2.2708603688022313
1528329600.0,-2.222932109454318
1528416000.0,-2.200911017321503
1528502400.0,-1.3641095162742893
1528588800.0,-0.0
1528675200.0,-0.8376111963945917
1528761600.0,-0.0
1528848000.0,-0.0
1528934400.0,-3.2377029037251863
1529020800.0,-3.2377029037251863
1529107200.0,-3.2377029037251863
1529193600.0,-3.2377029037251863
1529280000.0,-3.2377029037251863
1529366400.0,-3.2377029037251863
1529452800.0,-3.2377029037251863
1529539200.0,-3.2377029037251863
1529625600.0,-3.2377029037251863
1529712000.0,-3.2377029037251863
1529798400.0,-3.2377029037251863
1529884800.0,-3.2377029037251863
1529971200.0,-3.2377029037251863
1530057600.0,-3.2377029037251863
1530144000.0,-3.6094951172803014
1530230400.0,-8.746555983844837
1530316800.0,-8.746555983844837
1530403200.0,-8.746555983844837
1530489600.0,-8.746555983844837
1530576000.0,-8.746555983844837
1530662400.0,-8.746555983844837
1530748800.0,-8.746555983844837
1530835200.0,-8.746555983844837
1530921600.0,-8.746555983844837
1531008000.0,-8.746555983844837
1531094400.0,-8.746555983844837
1531180800.0,-9.084230819435621
1531267200.0,-9.172883073241817
1531353600.0,-6.195755146914934
1531440000.0,-6.910265849233381
1531526400.0,-7.624776551551828
1531612800.0,-8.964484118398918
1531699200.0,-12.999484834547257
1531785600.0,-21.273254133801476
1531872000.0,-22.179624191372096
1531958400.0,-23.96060827529919
1532044800.0,-22.12140480081281
1532131200.0,-22.93912260457725
1532217600.0,-22.997341995136527
1532304000.0,-27.215601474749914
1532390400.0,-34.80793927086708
1532476800.0,-34.35673899403266
1532563200.0,-29.91618729592021
1532649600.0,-33.857904670376996
1532736000.0,-33.23601572576651
1532822400.0,-33.191028014879784
1532908800.0,-33.11957694464794
1532995200.0,-26.925827689920762
1533081600.0,-25.07339253576181
1533168000.0,-24.69232016119198
1533254400.0,-23.206402533963068
1533340800.0,-17.466499892004837
1533427200.0,-17.815816235360522
1533513600.0,-15.65243660889634
1533600000.0,-14.110945927042648
1533686400.0,-7.890071728986727
1533772800.0,-12.397870914738675
1533859200.0,-12.397870914738675
1533945600.0,-12.397870914738675
1534118400.0,-12.397870914738675
1534204800.0,-12.397870914738675
1534291200.0,-12.397870914738675
1534377600.0,-12.397870914738675
1534464000.0,-12.397870914738675
1534550400.0,-12.397870914738675
1534636800.0,-12.397870914738675
1534723200.0,-12.397870914738675
1534809600.0,-12.397870914738675
1534896000.0,-12.397870914738675
1534982400.0,-12.397870914738675
1535068800.0,-12.397870914738675
1535155200.0,-12.397870914738675
1535241600.0,-12.397870914738675
1535328000.0,-12.397870914738675
1535414400.0,-12.397870914738675
1535500800.0,-12.73707160957344
1535587200.0,-11.280922536805747
1535673600.0,-12.417751202849443
1535760000.0,-14.663798123829148
1535846400.0,-15.654171565736286
1535932800.0,-15.612155722746285
1536019200.0,-16.441668508634567
1536105600.0,-10.986811635875746
1536192000.0,-5.587775811660778
1536278400.0,-5.059576642643644
1536364800.0,-2.21870543019123
1536451200.0,-3.1754661977063594
1536537600.0,-3.5175952049106436
1536624000.0,-3.7924988633309322
1536710400.0,-4.022985773447492
1536796800.0,-5.964117719585475
1536883200.0,-6.541535447533757
1536969600.0,-6.411886560593182
1537056000.0,-6.045748500251765
1537142400.0,-3.200675703500356
1537228800.0,-4.345907538142063
1537315200.0,-4.710845145826634
1537401600.0,-6.045748500251765
1537488000.0,-8.961648003757745
1537574400.0,-8.636925560077886
1537660800.0,-8.582304964190897
1537747200.0,-7.371048233422058
1537833600.0,-5.056575511001511
1537920000.0,-5.674808629282929
1538006400.0,-8.247378672927761
1538092800.0,-7.767197610184909
1538265600.0,-7.525906626156628
1538352000.0,-7.19098033489349
1538438400.0,-6.948488898208346
1538524800.0,-5.828466569360636
1538611200.0,-7.267809304932343
1538697600.0,-7.611138764793493
1538784000.0,-7.194581692864083
1538870400.0,-7.1405613233055165
1538956800.0,-8.15374336569294
1539043200.0,-8.127333407242098
1539129600.0,-7.477888519882383
1539216000.0,-3.523597468194982
1539302400.0,-3.7324762304881185
1539388800.0,-4.010981246878962
1539475200.0,-4.530777247298104
1539561600.0,-8.865611791209234
1539648000.0,-8.722757925043247
1539734400.0,-9.013267468002676
1539820800.0,-7.2828149631431165
1539993600.0,-7.175374450354406
1540080000.0,-7.335034653716396
1540166400.0,-6.937684824296698
1540339200.0,-6.9268807503849965
1540425600.0,-6.705997461523294
1540512000.0,-6.535533184249584
1540598400.0,-6.003732657261875
1540771200.0,-4.153835113045021
1540857600.0,-4.086609764261024
1540944000.0,-4.608806669993877
1541030400.0,-4.862102180590723
1541116800.0,-5.269055631265294
1541203200.0,-4.71204559848359
1541289600.0,-5.767243483861014
1541376000.0,-5.696416777106443
1541462400.0,-6.145386070770997
1541548800.0,-6.97729976197299
1541635200.0,-5.901694181429007
1541721600.0,-5.151411270893324
1541808000.0,-5.282260610490743
1541894400.0,-5.461128056362447
1541980800.0,-5.444321719166442
1542153600.0,-0.0
1542240000.0,-0.0
1542326400.0,-0.0
1542412800.0,-0.0
1542499200.0,-0.34955913770200187
1542585600.0,-0.0
1542672000.0,-0.0
1542758400.0,-0.0
1542844800.0,-0.0
1542931200.0,-0.0
1543017600.0,-0.3572774355506228
1543104000.0,-3.7345498028198287
1543276800.0,-0.0
1543363200.0,-9.828767670566315
1543449600.0,-9.30657290013553
1543536000.0,-3.444051526167601
1543622400.0,-8.319713291609494
1543708800.0,-5.7928216482536445
1543795200.0,-0.43479352707481866
1543881600.0,-2.1042679096597454
1543968000.0,-0.0
1544054400.0,-0.0
1544140800.0,-0.0
1544227200.0,-1.778199992242434
1544313600.0,-4.254149101259129
1544400000.0,-1.7176139618423507
1544486400.0,-0.0
1544572800.0,-1.8689004562125762
1544659200.0,-0.0
1544745600.0,-0.0
1544832000.0,-0.31612306622028163
1544918400.0,-0.5756562008332373
1545004800.0,-6.9371450642785115
1545091200.0,-9.651510404478627
1545177600.0,-10.55109517934005
1545264000.0,-18.164392357478608
1545350400.0,-13.706471710686976
1545436800.0,-16.54182242190968
1545523200.0,-15.687119316943713
1545609600.0,-16.94575745096892
1545696000.0,-12.073169201882173
1545782400.0,-12.775664904593917
1545868800.0,-8.695335698009847
1545955200.0,-14.703625333147272
1546041600.0,-12.085853152070033
1546128000.0,-13.720131349350828
1546214400.0,-10.77940628272137
1546300800.0,-13.361077990187045
1546387200.0,-15.378801758531335
1546560000.0,-13.400105529226588
1546646400.0,-12.447833576661768
1546732800.0,-17.560441190841715
1546819200.0,-16.37400400403966
1546992000.0,-15.82176432663015
1547164800.0,-8.527517280139856
1547251200.0,-8.359698862269822
1547337600.0,-6.019997896849318
1547424000.0,-9.288554291410925
1547510400.0,-7.469870972168276
1547596800.0,-7.96356934101847
1547683200.0,-8.638745766402534
1547769600.0,-7.88161150903544
1547856000.0,-9.661267289238546
1547942400.0,-6.123420875304091
1548028800.0,-5.992678619521627
1548115200.0,-7.184969937179616
1548201600.0,-6.76737526945652
1548288000.0,-7.259122261354756
1548374400.0,-6.978123980270055
1548460800.0,-7.036665288829369
1548547200.0,-6.367342994301237
1548633600.0,-4.527194528586872
1548720000.0,-4.013982390216894
1548806400.0,-5.040406666956836
1548892800.0,-4.4062091575642865
1548979200.0,-5.225787477394654
1549065600.0,-5.6667986685414675
1549152000.0,-4.4101119114682605
1549238400.0,-4.242293493598226
1549324800.0,-4.642325768753525
1549411200.0,-3.4588156473794345
1549497600.0,-3.180744431722716
1549584000.0,-8.827421421896416
1549670400.0,-8.827421421896416
1549756800.0,-8.827421421896416
1549843200.0,-8.827421421896416
1549929600.0,-8.827421421896416
1550016000.0,-8.827421421896416
1550102400.0,-8.827421421896416
1550188800.0,-8.827421421896416
1550275200.0,-8.827421421896416
1550361600.0,-8.827421421896416
1550448000.0,-8.827421421896416
1550534400.0,-8.827421421896416
1550620800.0,-8.827421421896416
1550707200.0,-8.827421421896416
1550793600.0,-8.827421421896416
1550880000.0,-8.827421421896416
1551052800.0,-8.827421421896416
1551139200.0,-8.827421421896416
1551225600.0,-8.827421421896416
1551312000.0,-8.827421421896416
1551398400.0,-8.827421421896416
1551484800.0,-8.827421421896416
1551571200.0,-8.827421421896416
1551657600.0,-8.827421421896416
1551744000.0,-8.827421421896416
1551830400.0,-8.827421421896416
1551916800.0,-8.827421421896416
1552003200.0,-8.827421421896416
1552089600.0,-8.827421421896416
1552176000.0,-8.827421421896416
1552262400.0,-8.827421421896416
1552348800.0,-8.827421421896416
1552435200.0,-8.827421421896416
1552521600.0,-8.827421421896416
1552608000.0,-8.827421421896416
1552694400.0,-8.827421421896416
1552780800.0,-8.827421421896416
1552867200.0,-8.827421421896416
1552953600.0,-8.827421421896416
1553040000.0,-8.827421421896416
1553126400.0,-8.827421421896416
1553212800.0,-8.827421421896416
1553299200.0,-8.827421421896416
1553385600.0,-8.827421421896416
1553472000.0,-8.827421421896416
1553558400.0,-8.827421421896416
1553644800.0,-8.827421421896416
1553731200.0,-8.827421421896416
1553817600.0,-8.827421421896416
1553904000.0,-8.827421421896416
1553990400.0,-8.827421421896416
1554076800.0,-8.827421421896416
1554163200.0,-8.827421421896416
1554249600.0,-9.205390616450517
1554336000.0,-6.240248170896962
1554422400.0,-9.172928938128852
1554508800.0,-8.90303326979727
1554595200.0,-12.89396475031555
1554681600.0,-13.283504890175577
1554768000.0,-11.686569530735232
1554854400.0,-11.686569530735232
1554940800.0,-11.686569530735232
1555027200.0,-11.686569530735232
1555113600.0,-11.686569530735232
1555200000.0,-11.686569530735232
1555286400.0,-11.686569530735232
1555372800.0,-11.686569530735232
1555459200.0,-11.686569530735232
1555545600.0,-11.686569530735232
1555632000.0,-11.686569530735232
1555718400.0,-11.686569530735232
1555804800.0,-11.686569530735232
1555891200.0,-11.686569530735232
1555977600.0,-11.686569530735232
1556064000.0,-11.686569530735232
1556150400.0,-11.686569530735232
1556236800.0,-11.686569530735232
1556323200.0,-11.686569530735232
1556409600.0,-11.686569530735232
1556496000.0,-11.686569530735232
1556582400.0,-11.686569530735232
1556668800.0,-11.686569530735232
1556755200.0,-11.686569530735232
1556841600.0,-11.686569530735232
1556928000.0,-11.686569530735232
1557014400.0,-11.686569530735232
1557100800.0,-11.686569530735232
1557187200.0,-11.686569530735232
1557273600.0,-11.686569530735232
1557360000.0,-11.686569530735232
1557446400.0,-11.686569530735232
1557532800.0,-11.686569530735232
1557619200.0,-11.686569530735232
1557705600.0,-11.686569530735232
1557792000.0,-12.027998059799163
1557878400.0,-14.406901541724157
1557964800.0,-11.873579903686924
1558051200.0,-5.67525671428635
1558137600.0,-5.731408771054437
1558224000.0,-15.114201487552984
1558310400.0,-12.270963690045718
1558396800.0,-12.855161049882952
1558483200.0,-10.287824223611203
1558569600.0,-12.025838365308115
1558656000.0,-13.771951361346577
1558742400.0,-13.866977918954099
1558828800.0,-20.43784840806604
1558915200.0,-21.955033788049967
1559001600.0,-20.81363524951401
1559088000.0,-20.83847173616142
1559174400.0,-16.35926536166079
1559260800.0,-18.342944751718083
1559347200.0,-19.348282537315985
1559433600.0,-21.162425909823458
1559520000.0,-18.018450654433256
1559606400.0,-9.413687878346403
1559692800.0,-10.805610977847676
1559779200.0,-10.368812767026672
1559865600.0,-12.911313106650995
1559952000.0,-12.603556641672057
1560038400.0,-8.521734053530203
1560124800.0,-12.71694060245377
1560211200.0,-12.252606286871485
1560297600.0,-14.693061061792259
1560384000.0,-15.91598806736651
1560470400.0,-20.53341488929628
1560556800.0,-22.15156598673823
1560643200.0,-24.713503576782283
1560729600.0,-28.051851336369722
1560816000.0,-24.115808126375793
1560902400.0,-27.382346044134813
1560988800.0,-30.362184518202916
1561075200.0,-33.81823562755424
1561161600.0,-40.709721329352256
1561248000.0,-40.709721329352256
1561334400.0,-40.709721329352256
1561420800.0,-40.709721329352256
1561507200.0,-40.95300379851574
1561593600.0,-35.03321283262202
1561680000.0,-40.49536409791049
1561766400.0,-39.776918976530204
1561852800.0,-34.34921371021201
1561939200.0,-32.13974891911785
1562025600.0,-33.53727230591238
1563148800.0,-33.775933870206515
1563235200.0,-26.885011776200468
1563408000.0,-27.957955263265987
1563494400.0,-27.957955263265987
1563580800.0,-27.957955263265987
1563667200.0,-28.230196500558545
1563753600.0,-26.59880842051067
1563840000.0,-25.12862469619876
1563926400.0,-23.407606994361696
1564012800.0,-24.0720913487053
1564099200.0,-23.49046603320999
1564185600.0,-21.09593653310809
1564272000.0,-19.7128031608936
1564358400.0,-21.836846192466826
1564444800.0,-21.836846192466826
1564531200.0,-21.836846192466826
1564617600.0,-21.836846192466826
1564704000.0,-21.836846192466826
1564790400.0,-22.156384841636864
1564876800.0,-23.67536628151364
1564963200.0,-29.056164941416117
1565049600.0,-25.444446360401603
1565136000.0,-30.41699577132993
1565222400.0,-29.703479065915655
1565308800.0,-29.997712758869987
1565395200.0,-25.60627489152647
1565481600.0,-27.12893425256518
1565568000.0,-26.569890235951938
1565654400.0,-22.722784700573964
1565740800.0,-17.77965865894106
1565827200.0,-18.91245837681526
1565913600.0,-18.805798663119315
1566000000.0,-17.463357439015144
1566086400.0,-18.544666260622336
1566172800.0,-21.78859272544393
1566259200.0,-22.207875737903855
1566345600.0,-16.573300517828255
1566432000.0,-17.308884750214094
1566518400.0,-18.95659343075839
1566604800.0,-16.29377850952162
1566691200.0,-16.31584603649319
1566777600.0,-18.32399099090656
1566864000.0,-16.919025107049602
1566950400.0,-13.987354148875825
1567036800.0,-12.605068604654642
1567123200.0,-12.605068604654642
1567209600.0,-12.605068604654642
1567296000.0,-12.605068604654642
1567382400.0,-12.605068604654642
1567468800.0,-12.605068604654642
1567555200.0,-12.605068604654642
1567641600.0,-12.605068604654642
1567728000.0,-12.605068604654642
1567814400.0,-12.605068604654642
1567900800.0,-12.605068604654642
1567987200.0,-12.605068604654642
1568073600.0,-12.605068604654642
1568160000.0,-12.605068604654642
1568246400.0,-12.605068604654642
1568332800.0,-12.605068604654642
1568419200.0,-12.605068604654642
1568505600.0,-12.605068604654642
1568592000.0,-12.605068604654642
1568678400.0,-12.605068604654642
1568764800.0,-12.605068604654642
1568851200.0,-12.605068604654642
1568937600.0,-12.605068604654642
1569024000.0,-12.605068604654642
1569110400.0,-12.605068604654642
1569196800.0,-12.605068604654642
1569283200.0,-12.605068604654642
1569369600.0,-12.605068604654642
1569456000.0,-12.605068604654642
1569542400.0,-12.605068604654642
1569628800.0,-12.605068604654642
1569715200.0,-12.605068604654642
1569801600.0,-12.605068604654642
1569888000.0,-12.605068604654642
1569974400.0,-12.605068604654642
1570060800.0,-12.605068604654642
1570147200.0,-12.605068604654642
1570233600.0,-12.605068604654642
1570320000.0,-12.605068604654642
1570406400.0,-12.605068604654642
1570492800.0,-12.605068604654642
1570579200.0,-12.605068604654642
1570665600.0,-12.9529857593776
1570752000.0,-10.454172807500035
1570838400.0,-10.452153564710619
1570924800.0,-10.007415340346155
1571011200.0,-10.577346617653165
1571097600.0,-8.697431580725482
1571184000.0,-6.945738460924448
1571270400.0,-7.659540786975939
1571356800.0,-6.805401087061427
1571443200.0,-6.6973715978287425
1571529600.0,-9.335512302174626
1571616000.0,-9.035654747949334
1571702400.0,-8.081562529959704
1571788800.0,-1.1606078693048991
1571875200.0,-1.8763252987702956
1571961600.0,-1.8763252987702956
1572048000.0,-1.8763252987702956
1572134400.0,-2.2765730859171684
1572220800.0,-0.7491674074387328
1572307200.0,-0.6136633686614024
1572393600.0,-0.0
1572480000.0,-0.0
1572566400.0,-1.1923367624377568
1572652800.0,-1.8401258354090257
1572739200.0,-0.8239067271853214
1572825600.0,-2.9140386579441633
1572912000.0,-2.0643215848826495
1572998400.0,-2.1650325423211245
1573084800.0,-0.6558864363834133
1573171200.0,-0.0
1573257600.0,-0.29714024648786025
1573344000.0,-2.6165935521313988
1573430400.0,-0.0
1573516800.0,-0.7111519326899693
1573603200.0,-0.7315538323982518
1573689600.0,-0.0
1573776000.0,-0.0
1573862400.0,-0.3611901944641123
1573948800.0,-0.46167880499743813
1574035200.0,-0.0
1574121600.0,-0.0
1574208000.0,-0.0
1574294400.0,-0.0
1574380800.0,-0.0
1574467200.0,-0.3681156138672531
1574553600.0,-0.3681156138672531
1574640000.0,-0.3681156138672531
1574726400.0,-0.3681156138672531
1574812800.0,-0.3681156138672531
1574899200.0,-0.3681156138672531
1574985600.0,-0.3681156138672531
1575072000.0,-0.3681156138672531
1575158400.0,-0.3681156138672531
1575244800.0,-0.3681156138672531
1575331200.0,-0.3681156138672531
1575417600.0,-0.3681156138672531
1575504000.0,-0.3681156138672531
1575590400.0,-0.3681156138672531
1575676800.0,-0.3681156138672531
1575763200.0,-0.3681156138672531
1575849600.0,-0.3681156138672531
1575936000.0,-0.3681156138672531
1576022400.0,-0.3681156138672531
1576108800.0,-0.3681156138672531
1576195200.0,-0.3681156138672531
1576281600.0,-0.3681156138672531
1576368000.0,-0.3681156138672531
1576454400.0,-0.3681156138672531
1576540800.0,-0.3681156138672531
1576627200.0,-0.3681156138672531
1576713600.0,-0.3681156138672531
1576800000.0,-0.3681156138672531
1576886400.0,-0.3681156138672531
1576972800.0,-0.3681156138672531
1577059200.0,-0.3681156138672531
1577145600.0,-0.3681156138672531
1577232000.0,-0.3681156138672531
1577318400.0,-0.3681156138672531
1577404800.0,-0.3681156138672531
1577491200.0,-0.3681156138672531
1577577600.0,-0.3681156138672531
1577664000.0,-0.3681156138672531
1577750400.0,-0.3681156138672531
1577836800.0,-0.3681156138672531
1577923200.0,-0.3681156138672531
1578009600.0,-0.3681156138672531
1578096000.0,-0.3681156138672531
1578182400.0,-0.3681156138672531
1578268800.0,-0.3681156138672531
1578355200.0,-0.3681156138672531
1578441600.0,-0.3681156138672531
1578528000.0,-0.3681156138672531
1578614400.0,-0.3681156138672531
1578700800.0,-0.3681156138672531
1578787200.0,-0.3681156138672531
1578873600.0,-0.3681156138672531
1578960000.0,-0.3681156138672531
1579046400.0,-0.3681156138672531
1579132800.0,-0.3681156138672531
1579219200.0,-0.3681156138672531
1579305600.0,-0.3681156138672531
1579392000.0,-0.3681156138672531
1579478400.0,-0.3681156138672531
1579564800.0,-0.3681156138672531
1579651200.0,-0.3681156138672531
1579737600.0,-0.3681156138672531
1579824000.0,-0.3681156138672531
1579910400.0,-0.3681156138672531
1579996800.0,-0.3681156138672531
1580083200.0,-0.3681156138672531
1580169600.0,-0.3681156138672531
1580256000.0,-0.3681156138672531
1580342400.0,-0.3681156138672531
1580428800.0,-0.7547119221686437
1580515200.0,-1.1356478907711356
1580601600.0,-0.7027193102377401
1580688000.0,-0.2080173293904591
1580774400.0,-0.0
1580860800.0,-4.333639748036759
1580947200.0,-5.388512076168949
1581033600.0,-5.920025041503182
1581120000.0,-6.9152741510887825
1581206400.0,-9.499456554933374
1581292800.0,-6.9193509523569325
1581379200.0,-10.732688938546849
1581465600.0,-11.517473182664517
1581552000.0,-10.243472786369603
1581638400.0,-11.415553150960918
1581724800.0,-7.0385973894501115
1581811200.0,-8.056778506168996
1581897600.0,-4.94821753920941
1581984000.0,-10.070208732473471
1582070400.0,-4.224075713955356
1582156800.0,-4.167510096359879
1582243200.0,-5.1021167870818065
1582329600.0,-4.700551862169657
1582416000.0,-7.98441528365945
1582502400.0,-4.822855900213983
1582588800.0,-1.5435788801508705
1582675200.0,-0.0
1582761600.0,-0.0
1582848000.0,-0.0
1582934400.0,-0.0
1583020800.0,-0.0
1583107200.0,-3.512006579595947
1583193600.0,-2.4386011363089244
1583280000.0,-2.1740765328607465
1583366400.0,-4.943213837311985
1583452800.0,-5.878856015150421
1583539200.0,-3.4498217722754214
1583625600.0,-0.0
1583712000.0,-0.0
1583798400.0,-0.0
1583884800.0,-0.0
1583971200.0,-0.0
1584057600.0,-0.38414353384321326
1584144000.0,-0.0
1584230400.0,-1.3946173573584062
1584316800.0,-0.0
1584403200.0,-8.44916617469228
1584489600.0,-8.44916617469228
1584576000.0,-8.44916617469228
1584662400.0,-8.44916617469228
1584748800.0,-8.44916617469228
1584835200.0,-8.44916617469228
1584921600.0,-8.44916617469228
1585008000.0,-8.44916617469228
1585094400.0,-8.44916617469228
1585180800.0,-8.44916617469228
1585267200.0,-8.44916617469228
1585353600.0,-8.44916617469228
1585440000.0,-8.44916617469228
1585526400.0,-8.72017357759242
1585612800.0,-9.626740180103361
1585699200.0,-8.0115291493701
1585785600.0,-3.806720999097932
1585872000.0,-5.491135587274764
1585958400.0,-3.667621848636329
1586044800.0,-4.836469933858463
1586131200.0,-0.0
1586217600.0,-1.2577720835875457
1586304000.0,-0.0
1586390400.0,-0.5556284926060387
1586476800.0,-6.958136958252847
1586563200.0,-6.678304690790239
1586649600.0,-4.543910977668026
1586736000.0,-6.595565823247211
1586822400.0,-6.418652634923514
1586908800.0,-8.381514549480926
1586995200.0,-2.8561726145342123
1587081600.0,-3.698360111801474
1587168000.0,-0.994211757956122
1587254400.0,-2.2292407076228065
1587340800.0,-6.378292211731804
1587427200.0,-6.097114596829476
1587513600.0,-3.2032722539830285
1587600000.0,-0.0
1587686400.0,-0.9880435428182982
1587772800.0,-0.4891175182184595
1587859200.0,-0.0
1587945600.0,-0.0
1588032000.0,-0.16270175998094358
1588118400.0,-0.0
1588204800.0,-1.1178367603113688
1588291200.0,-1.1178367603113688
1588377600.0,-1.1178367603113688
1588464000.0,-1.1178367603113688
1588550400.0,-1.1178367603113688
1588636800.0,-1.1178367603113688
1588723200.0,-1.1178367603113688
1588809600.0,-1.1178367603113688
1588896000.0,-1.1178367603113688
1588982400.0,-1.1178367603113688
1589068800.0,-1.1178367603113688
1589155200.0,-1.4048237992002475
1589241600.0,-0.0
1589328000.0,-0.0
1589414400.0,-0.0
1589500800.0,-3.4936777856135084
1589587200.0,-3.756760425982121
1589673600.0,-0.7917345245120018
1589760000.0,-0.4346582753916587
1589846400.0,-0.26656388513724993
